face,side,n_lines,atf_lines,count_diff,agreement,proximity,n_boxes,spacing_cv,confidence
P357953_reverse,reverse,4,,,,,0,1.099,0.0
P359165_reverse,reverse,5,,,,,1,0.984,0.016
P357933_reverse,reverse,4,,,0.0,,4,0.932,0.034
P357923_reverse,reverse,5,,,0.0,,4,0.654,0.173
P389548_obverse,obverse,4,,,0.0,0.182,11,0.635,0.182
P358292_reverse,reverse,5,,,0.0,,3,0.595,0.203
P358328_reverse,reverse,10,,,0.2,0.067,15,0.601,0.222
P357951_reverse,reverse,9,,,0.222,0.062,16,0.612,0.224
P250559_reverse,reverse,6,,,0.167,0.364,11,0.837,0.231
P357788_reverse,reverse,5,,,0.2,,3,0.721,0.24
P359385_obverse,obverse,10,,,0.2,0.0,7,0.473,0.242
P357470_reverse,reverse,5,,,0.0,0.0,5,0.26,0.247
P361080_reverse,reverse,4,,,0.25,0.0,9,0.508,0.247
P260351_reverse,reverse,5,,,0.0,0.0,5,0.217,0.261
P431270_obverse,obverse,5,,,0.2,0.0,10,0.414,0.262
P357942_reverse,reverse,5,,,,,0,0.731,0.269
P406213_reverse,reverse,5,,,0.4,0.3,10,0.892,0.269
P389653_obverse,obverse,9,,,0.0,,2,0.447,0.276
P357421_reverse,reverse,4,,,0.5,,3,0.929,0.286
P358270_reverse,reverse,7,,,,,0,0.705,0.295
P431273_obverse,obverse,10,,,0.1,0.067,15,0.28,0.295
P389628_reverse,reverse,6,,,0.167,,2,0.573,0.297
P389541_reverse,reverse,6,,,0.167,,4,0.571,0.298
P389674_obverse,obverse,6,,,0.0,0.0,5,0.106,0.298
P357748_reverse,reverse,6,,,0.0,0.077,13,0.176,0.3
P357954_reverse,reverse,6,6,0,0.0,0.0,7,0.085,0.305
P260359_obverse,obverse,8,,,0.125,0.125,8,0.329,0.307
P250572_reverse,reverse,6,,,0.333,0.517,29,0.925,0.308
P358288_obverse,obverse,7,7,0,0.0,0.0,14,0.067,0.311
P390653_obverse,obverse,6,,,0.333,0.341,44,0.741,0.311
P357935_reverse,reverse,10,,,,,0,0.687,0.313
P361151_reverse,reverse,9,9,0,0.0,0.0,15,0.06,0.313
P358697_left,left,3,3,0,0.0,0.0,5,0.059,0.314
P389663_obverse,obverse,9,,,0.111,0.062,16,0.233,0.314
P408043_obverse,obverse,10,,,0.0,0.1,10,0.158,0.314
P357894_reverse,reverse,5,,,0.2,0.0,9,0.251,0.316
P358266_obverse,obverse,8,8,0,0.0,0.034,29,0.083,0.317
P358933_reverse,reverse,9,,,0.222,0.238,21,0.503,0.319
P250577_reverse,reverse,7,,,0.429,0.382,55,0.848,0.321
P357698_reverse,reverse,8,8,0,0.0,0.033,30,0.07,0.321
P359176_reverse,reverse,5,5,0,0.0,0.0,9,0.038,0.321
P250571_obverse,obverse,3,,,0.333,0.16,25,0.525,0.323
P357725_reverse,reverse,12,12,0,0.0,0.02,51,0.052,0.323
P358205_obverse,obverse,7,7,0,0.0,0.0,7,0.032,0.323
P359305_obverse,obverse,6,6,0,0.0,0.0,15,0.031,0.323
P359305_reverse,reverse,6,6,0,0.0,0.0,14,0.032,0.323
P357735_reverse,reverse,6,6,0,0.0,0.0,16,0.027,0.324
P357902_obverse,obverse,11,11,0,0.0,0.0,15,0.029,0.324
P357955_obverse,obverse,6,6,0,0.0,0.0,8,0.029,0.324
P357672_obverse,obverse,9,9,0,0.0,0.029,34,0.055,0.325
P357792_reverse,reverse,13,13,0,0.0,0.0,15,0.024,0.325
P361134_left,left,3,3,0,0.0,0.0,7,0.022,0.326
P389560_obverse,obverse,5,,,0.0,0.091,11,0.114,0.326
P357668_left,left,3,3,0,0.0,0.0,13,0.02,0.327
P357735_obverse,obverse,8,8,0,0.0,0.0,12,0.019,0.327
P389614_obverse,obverse,5,,,,,1,0.673,0.327
P423547_obverse,obverse,8,,,0.25,0.455,33,0.721,0.328
P357559_obverse,obverse,4,4,0,0.0,0.0,5,0.012,0.329
P358270_obverse,obverse,4,4,0,0.0,0.0,5,0.012,0.329
P358322_reverse,reverse,10,10,0,0.0,0.038,26,0.052,0.329
P357898_obverse,obverse,9,9,0,0.0,0.024,42,0.031,0.331
P390545_obverse,obverse,10,10,0,0.0,0.043,23,0.05,0.331
P250566_reverse,reverse,2,,,0.0,0.0,7,0.0,0.333
P250581_reverse,reverse,2,,,0.0,0.0,7,0.0,0.333
P358710_left,left,3,3,0,0.0,0.0,7,0.0,0.333
P389542_reverse,reverse,7,,,0.286,,4,0.617,0.334
P389638_reverse,reverse,7,,,0.286,0.231,13,0.507,0.337
P260355_reverse,reverse,3,,,,,0,0.662,0.338
P358255_obverse,obverse,8,8,0,0.0,0.045,22,0.032,0.338
P357947_reverse,reverse,5,,,,,0,0.661,0.339
P260387_obverse,obverse,4,,,0.25,0.143,7,0.367,0.342
P357470_obverse,obverse,9,,,0.111,,2,0.42,0.345
P250559_obverse,obverse,8,,,0.25,0.158,19,0.369,0.346
P358319_reverse,reverse,8,8,0,0.0,0.071,14,0.031,0.347
P389622_reverse,reverse,11,,,0.182,0.167,24,0.307,0.347
P359117_obverse,obverse,11,11,0,0.0,0.083,48,0.04,0.348
P359344_reverse,reverse,13,13,0,0.077,0.0,5,0.033,0.348
P389649_reverse,reverse,6,,,0.167,,2,0.472,0.348
P389571_reverse,reverse,9,,,0.333,0.538,13,0.821,0.35
P359273_reverse,reverse,18,18,0,0.056,0.036,83,0.04,0.351
P389556_reverse,reverse,9,,,0.333,0.211,38,0.49,0.351
P358790_left,left,2,2,0,0.0,0.059,17,0.0,0.353
P358460_obverse,obverse,9,9,0,0.0,0.077,39,0.016,0.354
P358202_reverse,reverse,18,18,0,0.0,0.104,48,0.036,0.356
P359337_reverse,reverse,8,8,0,0.0,0.1,20,0.03,0.357
P389613_reverse,reverse,9,,,0.222,0.083,12,0.236,0.357
P359187_obverse,obverse,12,12,0,0.0,0.115,26,0.042,0.358
P389544_obverse,obverse,12,,,0.083,,3,0.364,0.359
P397766_obverse,obverse,6,,,0.5,0.226,31,0.646,0.36
P333885_left,left,2,2,0,0.0,0.083,12,0.0,0.361
P358251_obverse,obverse,8,8,0,0.0,0.1,20,0.017,0.361
P358279_reverse,reverse,8,,,0.125,0.167,12,0.208,0.361
P357421_obverse,obverse,10,,,0.1,0.035,57,0.047,0.363
P357940_reverse,reverse,8,8,0,0.0,0.111,18,0.022,0.363
P357673_obverse,obverse,21,21,0,0.048,0.08,100,0.032,0.365
P359144_reverse,reverse,6,,,0.167,,3,0.437,0.365
P359169_reverse,reverse,8,,,0.125,,3,0.395,0.365
P389594_obverse,obverse,7,,,0.286,0.221,86,0.41,0.365
P359356_reverse,reverse,7,7,0,0.143,0.0,10,0.044,0.366
P389620_obverse,obverse,9,,,0.333,0.122,49,0.354,0.367
P357724_reverse,reverse,11,,,0.273,0.115,52,0.285,0.368
P360986_reverse,reverse,10,10,0,0.0,0.143,49,0.04,0.368
P357725_obverse,obverse,13,13,0,0.077,0.075,53,0.044,0.369
P358331_obverse,obverse,10,,,0.2,0.0,18,0.092,0.369
P431278_obverse,obverse,8,,,0.0,0.286,7,0.178,0.369
P261859_obverse,obverse,7,7,0,0.0,0.15,20,0.04,0.37
P358697_reverse,reverse,14,14,0,0.071,0.085,47,0.046,0.37
P389577_obverse,obverse,8,,,0.25,0.167,6,0.306,0.37
P357679_reverse,reverse,10,10,0,0.1,0.067,30,0.053,0.371
P368449_reverse,reverse,8,,,0.25,0.257,35,0.394,0.371
P361055_obverse,obverse,10,10,0,0.1,0.096,52,0.081,0.372
P361308_reverse,reverse,13,13,0,0.077,0.062,64,0.023,0.372
P359323_obverse,obverse,14,14,0,0.071,0.083,60,0.033,0.374
P389540_obverse,obverse,7,,,0.429,0.571,7,0.875,0.375
P260398_reverse,reverse,10,,,0.2,0.3,10,0.373,0.376
P357703_reverse,reverse,4,4,0,0.0,0.154,13,0.025,0.376
P260369_obverse,obverse,10,,,0.2,0.385,13,0.454,0.377
P357360_reverse,reverse,12,12,0,0.083,0.098,51,0.051,0.377
P389641_reverse,reverse,6,,,0.167,0.167,6,0.199,0.378
P389585_reverse,reverse,10,,,0.1,0.326,46,0.288,0.379
P357506_left,left,3,3,0,0.0,0.167,12,0.026,0.38
P359105_obverse,obverse,11,11,0,0.0,0.167,6,0.028,0.38
P359120_reverse,reverse,9,9,0,0.0,0.176,34,0.038,0.38
P357345_left,left,2,2,0,0.0,0.143,7,0.0,0.381
P393100_reverse,reverse,5,,,,,0,0.619,0.381
P333945_obverse,obverse,6,6,0,0.167,0.05,20,0.066,0.383
P358458_obverse,obverse,8,8,0,0.125,0.087,23,0.063,0.383
P359090_reverse,reverse,9,9,0,0.111,0.05,20,0.013,0.383
P359223_reverse,reverse,3,,,,,1,0.616,0.384
P360986_obverse,obverse,10,10,0,0.1,0.077,13,0.024,0.384
P361172_reverse,reverse,4,,,,,1,0.615,0.385
P333893_reverse,reverse,18,18,0,0.056,0.14,100,0.039,0.386
P358258_left,left,4,4,0,0.0,0.158,19,0.0,0.386
P359289_reverse,reverse,18,18,0,0.056,0.133,83,0.031,0.386
P389551_obverse,obverse,7,,,0.143,0.071,14,0.057,0.386
P358281_obverse,obverse,11,11,0,0.091,0.118,17,0.049,0.387
P357506_obverse,obverse,11,11,0,0.091,0.102,49,0.028,0.388
P359126_reverse,reverse,18,18,0,0.056,0.135,74,0.026,0.388
P389608_reverse,reverse,9,,,0.333,0.214,14,0.383,0.388
P260352_obverse,obverse,7,7,0,0.143,0.048,21,0.022,0.389
P389568_obverse,obverse,5,,,0.2,0.636,11,0.669,0.389
P359258_reverse,reverse,12,,,0.333,0.182,22,0.345,0.39
P359293_reverse,reverse,17,17,0,0.0,0.191,47,0.022,0.39
P361031_reverse,reverse,11,11,0,0.182,0.062,32,0.074,0.39
P361123_obverse,obverse,11,11,0,0.091,0.128,39,0.046,0.391
P357942_obverse,obverse,7,7,0,0.143,0.062,16,0.031,0.392
P358256_obverse,obverse,12,12,0,0.167,0.077,13,0.066,0.392
P358937_obverse,obverse,6,,,0.333,0.25,24,0.408,0.392
P389587_obverse,obverse,16,,,0.312,0.13,100,0.268,0.392
P389660_obverse,obverse,6,,,0.333,0.222,9,0.379,0.392
P357741_obverse,obverse,12,12,0,0.083,0.14,43,0.042,0.394
P357979_reverse,reverse,4,,,0.0,,2,0.212,0.394
P389577_reverse,reverse,5,,,0.2,,2,0.413,0.394
P389623_obverse,obverse,7,,,0.143,0.133,30,0.09,0.395
P389539_obverse,obverse,9,,,0.111,0.6,5,0.523,0.396
P250573_obverse,obverse,7,,,0.429,0.378,45,0.616,0.397
P357744_obverse,obverse,16,16,0,0.125,0.13,69,0.064,0.397
P357805_obverse,obverse,7,7,0,0.143,0.08,25,0.032,0.397
P359952_left,left,4,4,0,0.0,0.2,5,0.006,0.398
P333901_reverse,reverse,18,18,0,0.111,0.114,79,0.027,0.399
P359136_left,left,3,3,0,0.0,0.2,5,0.0,0.4
P361090_left,left,5,5,0,0.2,0.0,6,0.0,0.4
P361691_obverse,obverse,9,9,0,0.111,0.143,14,0.053,0.4
P357753_obverse,obverse,9,9,0,0.111,0.121,66,0.029,0.401
P389589_obverse,obverse,8,,,0.375,0.224,58,0.398,0.401
P408043_reverse,reverse,10,,,0.2,0.25,12,0.247,0.401
P357424_reverse,reverse,7,,,0.429,0.438,16,0.656,0.403
P357703_obverse,obverse,6,6,0,0.167,0.111,9,0.07,0.403
P358582_reverse,reverse,14,14,0,0.071,0.192,73,0.054,0.403
P359119_reverse,reverse,13,13,0,0.077,0.167,48,0.033,0.403
P357379_obverse,obverse,10,10,0,0.2,0.062,16,0.052,0.404
P357812_obverse,obverse,7,,,0.0,0.364,11,0.153,0.404
P357672_reverse,reverse,9,9,0,0.111,0.176,17,0.073,0.405
P358582_obverse,obverse,13,13,0,0.077,0.167,72,0.027,0.405
P389563_reverse,reverse,8,,,0.25,0.083,12,0.118,0.405
P357518_reverse,reverse,12,12,0,0.25,0.038,26,0.071,0.406
P359213_obverse,obverse,11,11,0,0.091,0.154,39,0.026,0.406
P357823_obverse,obverse,5,5,0,0.2,0.053,19,0.032,0.407
P361633_obverse,obverse,4,4,0,0.0,0.278,18,0.058,0.407
P389580_obverse,obverse,7,,,0.571,0.5,6,0.849,0.407
P357783_reverse,reverse,10,10,0,0.2,0.12,25,0.095,0.408
P260371_obverse,obverse,11,11,0,0.182,0.091,33,0.045,0.409
P333882_reverse,reverse,21,21,0,0.143,0.12,100,0.035,0.409
P357904_obverse,obverse,7,7,0,0.286,0.0,9,0.056,0.41
P358331_reverse,reverse,7,,,0.143,0.25,8,0.164,0.41
P389618_obverse,obverse,6,,,0.167,0.455,11,0.391,0.41
P431268_obverse,obverse,11,,,0.182,0.385,26,0.338,0.41
P357551_obverse,obverse,8,8,0,0.125,0.143,7,0.036,0.411
P358199_reverse,reverse,11,11,0,0.182,0.079,38,0.027,0.411
P361164_obverse,obverse,7,7,0,0.143,0.118,17,0.027,0.411
P359151_left,left,3,3,0,0.0,0.25,8,0.014,0.412
P359952_obverse,obverse,15,15,0,0.067,0.2,5,0.031,0.412
P389613_obverse,obverse,6,,,0.167,0.167,12,0.097,0.412
P361151_obverse,obverse,10,10,0,0.1,0.214,28,0.076,0.413
P389552_obverse,obverse,10,,,0.4,0.231,13,0.393,0.413
P389583_obverse,obverse,11,,,0.273,0.064,47,0.096,0.413
P357980_reverse,reverse,4,,,0.0,,2,0.171,0.414
P359278_obverse,obverse,16,16,0,0.188,0.103,68,0.045,0.415
P361042_reverse,reverse,15,15,0,0.0,0.268,82,0.023,0.415
P389631_reverse,reverse,8,,,0.25,0.083,12,0.089,0.415
P357929_obverse,obverse,4,4,0,0.25,0.056,18,0.054,0.417
P389539_reverse,reverse,11,,,0.273,0.318,22,0.337,0.418
P358710_obverse,obverse,9,9,0,0.111,0.174,23,0.027,0.419
P390562_reverse,reverse,6,6,0,0.167,0.103,29,0.013,0.419
P359099_reverse,reverse,16,16,0,0.188,0.111,9,0.039,0.42
P359229_obverse,obverse,7,7,0,0.286,0.0,10,0.023,0.421
P361609_obverse,obverse,17,17,0,0.059,0.261,46,0.056,0.421
P389584_obverse,obverse,8,,,0.25,0.564,39,0.551,0.421
P357766_obverse,obverse,6,6,0,0.167,0.154,13,0.053,0.422
P359075_left,left,2,2,0,0.0,0.267,15,0.0,0.422
P359209_reverse,reverse,13,13,0,0.154,0.129,31,0.016,0.422
P250577_obverse,obverse,13,,,0.308,0.333,99,0.371,0.423
P357744_reverse,reverse,12,12,0,0.25,0.05,40,0.032,0.423
P359082_reverse,reverse,18,18,0,0.167,0.122,41,0.02,0.423
P359225_reverse,reverse,6,6,0,0.167,0.133,15,0.032,0.423
P358574_reverse,reverse,10,10,0,0.1,0.207,29,0.03,0.425
P359335_obverse,obverse,7,7,0,0.143,0.182,11,0.05,0.425
P359939_reverse,reverse,17,17,0,0.059,0.262,42,0.046,0.425
P361124_reverse,reverse,12,12,0,0.167,0.136,22,0.027,0.425
P357478_obverse,obverse,8,,,0.25,0.231,13,0.201,0.427
P357905_obverse,obverse,13,13,0,0.154,0.15,20,0.024,0.427
P357979_obverse,obverse,8,,,0.25,0.357,14,0.325,0.427
P359159_reverse,reverse,11,11,0,0.182,0.163,49,0.064,0.427
P359244_obverse,obverse,14,14,0,0.143,0.169,71,0.031,0.427
P359329_obverse,obverse,12,12,0,0.25,0.077,52,0.046,0.427
P389558_obverse,obverse,6,,,0.167,0.5,8,0.387,0.427
P389665_obverse,obverse,7,,,0.286,0.4,5,0.404,0.427
P260350_obverse,obverse,14,14,0,0.143,0.182,55,0.041,0.428
P357481_reverse,reverse,6,,,0.333,,3,0.477,0.428
P357493_reverse,reverse,22,22,0,0.182,0.12,100,0.019,0.428
P357479_reverse,reverse,8,,,0.5,0.182,11,0.393,0.429
P390699_reverse,reverse,6,,,0.333,,3,0.476,0.429
P357379_reverse,reverse,11,11,0,0.273,0.097,31,0.08,0.43
P357614_obverse,obverse,11,11,0,0.182,0.154,13,0.046,0.43
P431272_reverse,reverse,6,,,,,1,0.57,0.43
P358577_reverse,reverse,14,14,0,0.143,0.18,100,0.03,0.431
P359954_obverse,obverse,22,22,0,0.091,0.228,79,0.026,0.431
P389555_reverse,reverse,3,,,,,0,0.569,0.431
P249250_obverse,obverse,11,,,0.545,0.414,70,0.663,0.432
P357427_reverse,reverse,5,,,,,1,0.568,0.432
P359262_obverse,obverse,10,10,0,0.2,0.143,28,0.046,0.432
P359939_obverse,obverse,15,15,0,0.2,0.135,37,0.039,0.432
P359943_obverse,obverse,17,17,0,0.176,0.17,47,0.049,0.433
P357358_left,left,3,3,0,0.0,0.333,12,0.032,0.434
P357596_left,left,3,3,0,0.0,0.312,16,0.011,0.434
P359385_reverse,reverse,7,,,0.143,0.222,9,0.062,0.434
P357767_obverse,obverse,7,7,0,0.143,0.2,10,0.037,0.435
P358599_reverse,reverse,15,15,0,0.133,0.192,78,0.022,0.435
P361566_obverse,obverse,21,21,0,0.143,0.194,72,0.033,0.435
P389551_reverse,reverse,7,,,0.143,,3,0.27,0.436
P359137_obverse,obverse,6,6,0,0.167,0.172,29,0.028,0.437
P359299_reverse,reverse,10,10,0,0.1,0.237,38,0.025,0.437
P359952_reverse,reverse,16,16,0,0.062,0.273,11,0.024,0.437
P389618_reverse,reverse,4,,,0.5,0.258,31,0.445,0.438
P357977_obverse,obverse,8,8,0,0.25,0.125,16,0.059,0.439
P358196_reverse,reverse,11,11,0,0.182,0.167,12,0.033,0.439
P250576_obverse,obverse,4,,,0.75,0.262,42,0.692,0.44
P358328_obverse,obverse,4,,,0.5,0.417,24,0.598,0.44
P359202_reverse,reverse,11,11,0,0.182,0.167,48,0.027,0.44
P357469_reverse,reverse,7,,,0.143,,4,0.26,0.441
P357783_obverse,obverse,7,7,0,0.143,0.231,13,0.052,0.441
P358716_obverse,obverse,10,10,0,0.3,0.069,29,0.046,0.441
P361050_obverse,obverse,11,11,0,0.091,0.304,23,0.071,0.441
P333889_reverse,reverse,21,21,0,0.19,0.17,100,0.035,0.442
P357633_obverse,obverse,15,15,0,0.267,0.124,89,0.066,0.442
P357928_reverse,reverse,5,,,0.4,,3,0.515,0.442
P357943_reverse,reverse,8,,,0.25,,3,0.365,0.442
P358216_obverse,obverse,11,11,0,0.182,0.188,32,0.044,0.442
P358271_obverse,obverse,5,5,0,0.4,0.0,5,0.074,0.442
P358580_reverse,reverse,3,3,0,0.333,0.0,5,0.006,0.442
P359075_obverse,obverse,17,17,0,0.118,0.241,83,0.031,0.442
P359267_obverse,obverse,9,9,0,0.333,0.062,16,0.069,0.442
P368476_reverse,reverse,13,,,0.154,0.214,56,0.042,0.442
P389586_obverse,obverse,9,,,0.222,0.429,14,0.325,0.442
P389619_reverse,reverse,10,,,0.2,0.186,59,0.061,0.442
P359283_reverse,reverse,14,14,0,0.214,0.171,82,0.056,0.443
P389636_reverse,reverse,5,,,0.4,0.182,11,0.252,0.443
P390564_obverse,obverse,32,32,0,0.094,0.271,70,0.036,0.443
P250552_obverse,obverse,9,,,0.333,0.412,34,0.414,0.444
P357482_obverse,obverse,6,,,0.667,0.385,13,0.718,0.444
P358217_reverse,reverse,6,,,0.5,0.462,13,0.63,0.444
P389632_reverse,reverse,6,,,,,0,0.556,0.444
P260385_reverse,reverse,7,7,0,0.143,0.273,11,0.079,0.445
P358218_reverse,reverse,13,13,0,0.231,0.154,26,0.05,0.445
P389579_obverse,obverse,4,,,0.25,0.115,26,0.03,0.445
P389655_reverse,reverse,6,,,0.333,0.286,7,0.284,0.445
P389564_obverse,obverse,7,,,0.143,0.364,11,0.17,0.446
P389636_obverse,obverse,8,,,0.375,0.111,27,0.149,0.446
P358215_obverse,obverse,11,11,0,0.273,0.13,23,0.062,0.447
P358579_reverse,reverse,13,13,0,0.154,0.219,64,0.03,0.447
P389560_reverse,reverse,5,,,0.2,,3,0.307,0.447
P389654_obverse,obverse,9,,,0.222,,2,0.329,0.447
P357523_reverse,reverse,12,,,0.167,0.303,33,0.126,0.448
P357950_reverse,reverse,16,16,0,0.25,0.13,46,0.035,0.448
P358937_reverse,reverse,10,,,0.4,0.143,28,0.197,0.448
P359944_obverse,obverse,11,11,0,0.182,0.192,52,0.031,0.448
P393098_reverse,reverse,8,8,0,0.25,0.143,7,0.05,0.448
P357372_obverse,obverse,11,11,0,0.273,0.136,22,0.061,0.449
P357720_obverse,obverse,7,7,0,0.286,0.12,25,0.059,0.449
P359953_obverse,obverse,7,,,0.286,,3,0.388,0.449
P390653_reverse,reverse,11,,,0.182,0.48,75,0.314,0.449
P357449_obverse,obverse,6,6,0,0.167,0.2,15,0.015,0.45
P359954_reverse,reverse,16,16,0,0.188,0.2,95,0.037,0.45
P389603_obverse,obverse,6,,,0.333,0.118,17,0.101,0.45
P431273_reverse,reverse,4,,,,,0,0.55,0.45
P357358_obverse,obverse,14,14,0,0.214,0.22,59,0.082,0.451
P357668_obverse,obverse,11,11,0,0.182,0.241,29,0.071,0.451
P357680_reverse,reverse,14,14,0,0.214,0.214,84,0.074,0.451
P359174_reverse,reverse,14,14,0,0.214,0.163,43,0.023,0.451
P389571_obverse,obverse,8,,,0.25,,3,0.348,0.451
P333939_obverse,obverse,12,12,0,0.167,0.283,53,0.094,0.452
P357600_left,left,3,3,0,0.0,0.375,8,0.018,0.452
P357948_reverse,reverse,7,7,0,0.286,0.111,9,0.041,0.452
P359044_reverse,reverse,6,,,,,1,0.548,0.452
P368449_obverse,obverse,8,,,0.25,0.205,44,0.097,0.452
P261866_reverse,reverse,10,10,0,0.1,0.333,18,0.075,0.453
P357449_reverse,reverse,8,8,0,0.125,0.263,19,0.03,0.453
P357770_reverse,reverse,5,5,0,0.2,0.167,12,0.006,0.453
P359948_obverse,obverse,14,14,0,0.143,0.286,28,0.07,0.453
P358572_reverse,reverse,15,15,0,0.133,0.25,60,0.02,0.454
P361049_obverse,obverse,6,6,0,0.333,0.111,18,0.083,0.454
P389547_reverse,reverse,12,,,0.083,0.7,10,0.423,0.454
P260381_obverse,obverse,7,7,0,0.286,0.125,8,0.044,0.455
P261860_reverse,reverse,11,,,0.364,0.286,21,0.286,0.455
P333924_reverse,reverse,11,11,0,0.182,0.235,51,0.053,0.455
P357623_left,left,4,4,0,0.25,0.133,15,0.019,0.455
P359960_obverse,obverse,10,10,0,0.2,0.2,20,0.035,0.455
P361123_reverse,reverse,13,13,0,0.154,0.229,35,0.017,0.455
P357547_reverse,reverse,12,12,0,0.25,0.167,42,0.048,0.456
P357995_reverse,reverse,4,,,,,0,0.544,0.456
P389612_obverse,obverse,9,,,0.111,,3,0.198,0.456
P389665_reverse,reverse,6,,,0.333,0.222,9,0.188,0.456
P390569_reverse,reverse,14,14,0,0.214,0.241,58,0.087,0.456
P250564_reverse,reverse,12,,,0.333,0.433,67,0.394,0.457
P358212_reverse,reverse,16,16,0,0.312,0.156,45,0.098,0.457
P359108_reverse,reverse,10,10,0,0.2,0.196,46,0.026,0.457
P361041_reverse,reverse,11,11,0,0.182,0.273,33,0.083,0.457
P368445_reverse,reverse,13,,,0.308,0.144,90,0.081,0.457
P389543_reverse,reverse,12,,,0.333,0.412,34,0.375,0.457
P357757_obverse,obverse,21,21,0,0.238,0.16,100,0.024,0.458
P333882_left,left,3,3,0,0.333,0.059,17,0.015,0.459
P361032_left,left,3,3,0,0.0,0.417,12,0.038,0.459
P357705_left,left,3,3,0,0.0,0.4,5,0.02,0.46
P357961_reverse,reverse,6,,,,,0,0.54,0.46
P359291_obverse,obverse,17,17,0,0.235,0.167,48,0.022,0.46
P361090_reverse,reverse,16,16,0,0.125,0.282,39,0.025,0.461
P361616_reverse,reverse,8,,,0.25,0.5,10,0.366,0.461
P359060_left,left,4,4,0,0.25,0.136,22,0.0,0.462
P390641_obverse,obverse,12,12,0,0.167,0.267,15,0.046,0.462
P357425_obverse,obverse,15,15,0,0.133,0.292,24,0.037,0.463
P357758_left,left,3,3,0,0.333,0.083,12,0.028,0.463
P358555_reverse,reverse,12,12,0,0.25,0.167,60,0.027,0.463
P359152_reverse,reverse,7,7,0,0.286,0.13,23,0.026,0.463
P361129_obverse,obverse,17,17,0,0.294,0.221,68,0.126,0.463
P361132_left,left,5,5,0,0.4,0.0,11,0.012,0.463
P389640_obverse,obverse,5,,,0.6,0.5,8,0.71,0.463
P358279_obverse,obverse,18,18,0,0.111,0.333,12,0.053,0.464
P359370_left,left,3,3,0,0.0,0.4,5,0.007,0.464
P361047_obverse,obverse,11,11,0,0.273,0.15,60,0.03,0.464
P361132_reverse,reverse,17,17,0,0.235,0.18,89,0.024,0.464
P408035_reverse,reverse,4,,,,,0,0.536,0.464
P260376_reverse,reverse,12,12,0,0.333,0.114,35,0.053,0.465
P357804_obverse,obverse,11,11,0,0.364,0.139,36,0.106,0.465
P358485_obverse,obverse,11,11,0,0.273,0.148,54,0.025,0.465
P359065_obverse,obverse,16,16,0,0.188,0.227,66,0.02,0.465
P359275_obverse,obverse,15,15,0,0.2,0.227,75,0.033,0.465
P359274_obverse,obverse,23,23,0,0.261,0.18,100,0.047,0.465
P389666_reverse,reverse,5,,,0.4,0.364,11,0.368,0.465
P389580_reverse,reverse,7,,,0.429,0.5,8,0.53,0.466
P357767_reverse,reverse,2,2,0,0.0,0.4,5,0.0,0.467
P357835_left,left,3,3,0,0.333,0.1,10,0.032,0.467
P361156_reverse,reverse,9,9,0,0.111,0.333,6,0.044,0.467
P389607_obverse,obverse,10,,,0.3,0.184,38,0.084,0.467
P357481_obverse,obverse,5,,,0.4,,4,0.464,0.468
P357721_reverse,reverse,6,6,0,0.0,0.429,7,0.024,0.468
P359219_reverse,reverse,7,7,0,0.286,0.143,14,0.024,0.468
P357344_left,left,4,4,0,0.0,0.429,7,0.02,0.469
P358428_obverse,obverse,10,10,0,0.3,0.135,37,0.028,0.469
P359121_obverse,obverse,7,7,0,0.286,0.158,19,0.037,0.469
P368446_obverse,obverse,14,,,0.429,0.27,100,0.29,0.469
P389630_reverse,reverse,8,,,0.25,0.462,13,0.304,0.469
P389641_obverse,obverse,9,,,0.333,0.357,14,0.284,0.469
P333921_reverse,reverse,13,13,0,0.154,0.273,55,0.017,0.47
P357721_obverse,obverse,9,9,0,0.333,0.093,43,0.017,0.47
P357901_obverse,obverse,6,6,0,0.167,0.267,15,0.02,0.471
P358213_obverse,obverse,12,12,0,0.083,0.4,10,0.072,0.471
P361087_obverse,obverse,15,15,0,0.133,0.333,27,0.054,0.471
P389540_reverse,reverse,6,,,0.167,,2,0.225,0.471
P389567_reverse,reverse,6,,,0.0,,2,0.059,0.471
P357400_obverse,obverse,4,4,0,0.0,,4,0.057,0.472
P357973_reverse,reverse,8,,,,,0,0.528,0.472
P358228_obverse,obverse,16,16,0,0.312,0.141,85,0.037,0.472
P333932_obverse,obverse,7,7,0,0.143,0.316,19,0.038,0.473
P357601_reverse,reverse,9,9,0,0.444,0.0,5,0.027,0.473
P357655_reverse,reverse,13,13,0,0.154,0.292,24,0.026,0.473
P357673_reverse,reverse,24,24,0,0.25,0.2,100,0.031,0.473
P357835_reverse,reverse,19,19,0,0.316,0.174,86,0.072,0.473
P358268_obverse,obverse,7,7,0,0.0,,4,0.054,0.473
P358602_obverse,obverse,11,11,0,0.182,0.27,37,0.034,0.473
P359178_reverse,reverse,9,9,0,0.222,0.25,12,0.053,0.473
P359184_obverse,obverse,11,11,0,0.182,0.25,12,0.013,0.473
P359941_reverse,reverse,15,15,0,0.0,,3,0.055,0.473
P361126_reverse,reverse,14,14,0,0.214,0.267,30,0.062,0.473
P357794_obverse,obverse,16,16,0,0.25,0.2,30,0.027,0.474
P359198_reverse,reverse,8,8,0,0.25,0.235,17,0.063,0.474
P272898_obverse,obverse,12,12,0,0.25,0.212,66,0.037,0.475
