face,side,n_lines,atf_lines,count_diff,agreement,proximity,n_boxes,spacing_cv,confidence
P357629_left,left,3,3,0,0.0,0.444,9,0.019,0.475
P357645_obverse,obverse,17,17,0,0.235,0.232,99,0.043,0.475
P357900_obverse,obverse,7,7,0,0.286,0.172,29,0.033,0.475
P358625_reverse,reverse,12,12,0,0.25,0.196,46,0.019,0.475
P359072_left,left,4,4,0,0.25,0.2,5,0.026,0.475
P359238_reverse,reverse,12,12,0,0.083,0.4,5,0.058,0.475
P359367_reverse,reverse,11,11,0,0.0,,2,0.049,0.475
P357765_reverse,reverse,8,8,0,0.25,0.241,29,0.062,0.476
P358223_obverse,obverse,13,13,0,0.154,0.333,33,0.059,0.476
P358614_obverse,obverse,14,14,0,0.214,0.247,81,0.032,0.476
P359237_obverse,obverse,13,13,0,0.308,0.148,27,0.029,0.476
P359357_reverse,reverse,5,,,0.4,,2,0.449,0.476
P389564_reverse,reverse,5,,,,,0,0.524,0.476
P358209_obverse,obverse,13,13,0,0.231,0.289,45,0.09,0.477
P358227_obverse,obverse,6,6,0,0.0,,4,0.046,0.477
P357578_obverse,obverse,8,8,0,0.375,0.125,16,0.067,0.478
P358525_reverse,reverse,9,9,0,0.222,0.241,29,0.03,0.478
P358546_obverse,obverse,15,15,0,0.2,0.256,82,0.021,0.478
P358614_reverse,reverse,14,14,0,0.143,0.316,79,0.027,0.478
P359290_reverse,reverse,19,19,0,0.263,0.213,94,0.041,0.478
P361138_reverse,reverse,11,11,0,0.182,0.295,44,0.044,0.478
P361155_obverse,obverse,8,8,0,0.25,0.2,10,0.015,0.478
P389607_reverse,reverse,11,,,0.364,0.134,82,0.063,0.478
P357551_reverse,reverse,4,4,0,0.25,0.2,5,0.014,0.479
P357759_obverse,obverse,6,6,0,0.0,,3,0.042,0.479
P361103_left,left,4,4,0,0.25,0.214,14,0.028,0.479
P358622_obverse,obverse,9,9,0,0.333,0.167,36,0.061,0.48
P358722_reverse,reverse,11,11,0,0.273,0.212,33,0.044,0.48
P359346_reverse,reverse,7,7,0,0.0,,3,0.041,0.48
P361059_obverse,obverse,11,11,0,0.273,0.194,67,0.028,0.48
P358188_left,left,3,3,0,0.333,0.111,9,0.0,0.481
P357681_left,left,3,3,0,0.333,0.125,8,0.014,0.482
P357780_obverse,obverse,21,21,0,0.095,0.412,17,0.061,0.482
P357980_obverse,obverse,6,,,0.167,0.6,5,0.322,0.482
P358265_obverse,obverse,6,6,0,0.333,0.143,14,0.031,0.482
P358603_left,left,3,3,0,0.333,0.125,8,0.014,0.482
P359296_obverse,obverse,15,15,0,0.2,0.278,18,0.033,0.482
P359360_reverse,reverse,5,,,,,0,0.518,0.482
P359945_obverse,obverse,16,16,0,0.0,,3,0.036,0.482
P389547_obverse,obverse,14,,,0.286,0.5,12,0.34,0.482
P389631_obverse,obverse,8,,,0.375,0.143,21,0.072,0.482
P389662_reverse,reverse,7,,,0.429,0.364,11,0.346,0.482
P358215_reverse,reverse,12,12,0,0.333,0.171,41,0.056,0.483
P358605_left,left,4,4,0,0.0,,2,0.034,0.483
P359948_right,right,4,4,0,0.0,,3,0.034,0.483
P361043_obverse,obverse,14,14,0,0.143,0.342,38,0.035,0.483
P361674_reverse,reverse,9,9,0,0.333,0.158,19,0.041,0.483
P358716_reverse,reverse,12,12,0,0.25,0.222,27,0.019,0.484
P359205_reverse,reverse,12,12,0,0.333,0.148,54,0.031,0.484
P361613_obverse,obverse,12,12,0,0.333,0.155,58,0.038,0.484
P357410_reverse,reverse,13,,,0.385,0.184,49,0.114,0.485
P357515_reverse,reverse,12,12,0,0.167,0.367,30,0.079,0.485
P357740_obverse,obverse,9,9,0,0.444,0.065,31,0.054,0.485
P361122_reverse,reverse,14,14,0,0.143,0.345,29,0.032,0.485
P357656_obverse,obverse,17,17,0,0.294,0.19,100,0.027,0.486
P358283_obverse,obverse,9,9,0,0.333,0.182,11,0.058,0.486
P359206_reverse,reverse,10,10,0,0.0,,2,0.029,0.486
P359971_reverse,reverse,11,11,0,0.273,0.227,22,0.042,0.486
P368335_obverse,obverse,22,22,0,0.273,0.26,100,0.074,0.486
P357347_left,left,4,4,0,0.0,0.5,6,0.04,0.487
P357796_obverse,obverse,11,11,0,0.182,0.375,8,0.095,0.487
P359280_reverse,reverse,14,14,0,0.0,,3,0.027,0.487
P389630_obverse,obverse,8,,,0.375,0.429,14,0.344,0.487
P358272_reverse,reverse,6,6,0,0.333,0.154,13,0.022,0.488
P359200_obverse,obverse,10,10,0,0.3,0.193,57,0.03,0.488
P359280_left,left,5,5,0,0.0,,3,0.024,0.488
P357540_obverse,obverse,4,4,0,0.0,,2,0.022,0.489
P358540_reverse,reverse,19,19,0,0.211,0.29,100,0.032,0.489
P358795_reverse,reverse,9,,,0.333,0.35,40,0.216,0.489
P358969_obverse,obverse,7,,,0.429,0.306,36,0.268,0.489
P359211_obverse,obverse,9,9,0,0.222,0.278,54,0.034,0.489
P359950_reverse,reverse,17,17,0,0.118,0.385,26,0.035,0.489
P389561_reverse,reverse,11,,,0.182,0.6,15,0.314,0.489
P389582_reverse,reverse,12,,,0.333,0.36,100,0.228,0.489
P431269_obverse,obverse,5,,,0.4,0.333,15,0.265,0.489
P332984_reverse,reverse,13,,,0.308,0.256,90,0.092,0.49
P357396_reverse,reverse,5,5,0,0.4,0.1,10,0.031,0.49
P357532_obverse,obverse,13,13,0,0.154,0.381,21,0.064,0.49
P357611_obverse,obverse,7,7,0,0.0,,2,0.019,0.49
P358204_reverse,reverse,13,13,0,0.308,0.222,63,0.059,0.49
P361096_obverse,obverse,12,12,0,0.25,0.25,12,0.031,0.49
P389644_reverse,reverse,8,,,0.375,0.154,13,0.059,0.49
P358605_obverse,obverse,16,16,0,0.312,0.19,63,0.031,0.491
P359132_obverse,obverse,12,12,0,0.333,0.17,47,0.03,0.491
P357784_obverse,obverse,10,10,0,0.3,0.222,9,0.045,0.492
P357949_reverse,reverse,4,4,0,0.25,0.25,12,0.023,0.492
P358281_reverse,reverse,9,9,0,0.444,0.062,16,0.032,0.492
P358625_obverse,obverse,11,11,0,0.364,0.148,27,0.035,0.492
P359103_obverse,obverse,12,12,0,0.25,0.25,52,0.025,0.492
P361163_left,left,4,4,0,0.0,,2,0.016,0.492
P357563_reverse,reverse,6,6,0,0.167,0.4,5,0.088,0.493
P357590_obverse,obverse,16,16,0,0.375,0.15,100,0.047,0.493
P357946_reverse,reverse,5,,,,,0,0.507,0.493
P359086_left,left,3,3,0,0.0,,4,0.014,0.493
P359201_left,left,4,4,0,0.0,,2,0.015,0.493
P359296_left,left,4,4,0,0.0,,4,0.014,0.493
P361117_reverse,reverse,20,,,0.45,0.13,100,0.1,0.493
P361133_obverse,obverse,16,16,0,0.188,0.324,34,0.032,0.493
P361193_reverse,reverse,7,,,,,0,0.507,0.493
P431269_reverse,reverse,7,,,,,1,0.507,0.493
P357413_reverse,reverse,5,5,0,0.2,0.296,27,0.014,0.494
P357954_obverse,obverse,6,6,0,0.333,0.182,11,0.034,0.494
P359160_left,left,4,4,0,0.0,,4,0.012,0.494
P430035_reverse,reverse,13,,,0.231,0.357,84,0.106,0.494
P333926_reverse,reverse,16,16,0,0.25,0.271,85,0.035,0.495
P357840_reverse,reverse,15,15,0,0.267,0.244,41,0.027,0.495
P358464_reverse,reverse,10,10,0,0.1,0.415,41,0.028,0.495
P359099_left,left,3,3,0,0.0,,2,0.01,0.495
P390565_obverse,obverse,8,8,0,0.25,0.258,31,0.022,0.495
P357524_reverse,reverse,11,11,0,0.364,0.182,33,0.058,0.496
P357747_reverse,reverse,11,11,0,0.182,0.342,38,0.034,0.496
P358324_obverse,obverse,16,,,0.188,0.421,38,0.119,0.496
P359065_left,left,3,3,0,0.0,,2,0.008,0.496
P359310_obverse,obverse,11,11,0,0.182,0.353,34,0.046,0.496
P361131_obverse,obverse,14,14,0,0.286,0.234,47,0.032,0.496
P333938_obverse,obverse,14,14,0,0.071,0.448,29,0.029,0.497
P357354_reverse,reverse,20,20,0,0.25,0.27,100,0.029,0.497
P357412_reverse,reverse,7,7,0,0.429,0.095,21,0.032,0.497
P359078_left,left,3,3,0,0.0,,4,0.005,0.497
P389595_reverse,reverse,6,,,,,1,0.503,0.497
P390568_reverse,reverse,14,14,0,0.429,0.101,69,0.04,0.497
P357898_reverse,reverse,4,,,,,0,0.502,0.498
P358232_reverse,reverse,4,,,,,0,0.502,0.498
P358445_obverse,obverse,9,9,0,0.333,0.182,33,0.017,0.499
P358622_reverse,reverse,7,7,0,0.143,0.391,23,0.037,0.499
P359205_obverse,obverse,11,11,0,0.364,0.158,38,0.024,0.499
P260381_right,right,2,2,0,0.0,,3,0.0,0.5
P261874_left,left,2,2,0,0.0,0.5,12,0.0,0.5
P333895_left,left,3,3,0,0.0,,3,0.0,0.5
P333932_reverse,reverse,2,2,0,0.5,0.0,5,0.0,0.5
P357603_left,left,2,2,0,0.0,,2,0.0,0.5
P357750_obverse,obverse,13,13,0,0.231,0.31,42,0.041,0.5
P357966_reverse,reverse,2,2,0,0.0,,2,0.0,0.5
P358613_left,left,2,2,0,0.0,,4,0.0,0.5
P358832_reverse,reverse,9,,,0.333,0.6,10,0.434,0.5
P359361_obverse,obverse,8,8,0,0.25,0.286,7,0.037,0.5
P359374_left,left,2,2,0,0.0,,2,0.0,0.5
P359970_right,right,2,2,0,0.0,0.5,8,0.0,0.5
P361089_left,left,2,2,0,0.0,,2,0.0,0.5
P361635_left,left,2,2,0,0.5,0.0,7,0.0,0.5
P357502_obverse,obverse,13,13,0,0.231,0.288,59,0.015,0.501
P357765_obverse,obverse,8,8,0,0.375,0.185,27,0.058,0.501
P357959_obverse,obverse,6,6,0,0.333,0.2,15,0.031,0.501
P361127_reverse,reverse,20,20,0,0.15,0.395,38,0.041,0.501
P389541_obverse,obverse,8,,,0.25,0.391,23,0.14,0.501
P357577_obverse,obverse,13,13,0,0.231,0.353,51,0.077,0.502
P389629_obverse,obverse,9,,,0.222,0.37,27,0.085,0.502
P406212_reverse,reverse,9,,,0.444,0.125,24,0.064,0.502
P333890_reverse,reverse,13,13,0,0.308,0.25,24,0.049,0.503
P357384_reverse,reverse,12,12,0,0.333,0.214,56,0.038,0.503
P357960_reverse,reverse,9,,,0.556,0.0,14,0.046,0.503
P359081_reverse,reverse,15,15,0,0.333,0.222,63,0.047,0.503
P361104_left,left,3,3,0,0.333,0.2,5,0.023,0.503
P389674_reverse,reverse,8,,,0.125,,3,0.12,0.503
P261859_reverse,reverse,5,5,0,0.4,0.143,14,0.031,0.504
P357548_obverse,obverse,10,10,0,0.3,0.28,25,0.069,0.504
P357770_obverse,obverse,8,8,0,0.375,0.222,9,0.086,0.504
P358570_reverse,reverse,16,16,0,0.188,0.352,71,0.027,0.504
P358773_obverse,obverse,10,10,0,0.2,0.333,6,0.022,0.504
P357542_reverse,reverse,14,14,0,0.286,0.276,29,0.047,0.505
P359157_reverse,reverse,4,4,0,0.0,0.529,17,0.015,0.505
P359375_obverse,obverse,6,6,0,0.333,0.25,8,0.068,0.505
P361144_reverse,reverse,10,10,0,0.3,0.238,42,0.024,0.505
P390641_reverse,reverse,13,13,0,0.077,,4,0.067,0.505
P360782_obverse,obverse,15,15,0,0.333,0.237,38,0.051,0.506
P368347_obverse,obverse,9,9,0,0.333,0.233,30,0.049,0.506
P416511_reverse,reverse,9,,,0.444,0.4,45,0.326,0.506
P358248_obverse,obverse,11,11,0,0.364,0.246,61,0.089,0.507
P359107_obverse,obverse,10,10,0,0.3,0.286,21,0.065,0.507
P359123_reverse,reverse,12,12,0,0.25,0.292,24,0.021,0.507
P260384_reverse,reverse,7,7,0,0.429,0.143,14,0.047,0.508
P333900_left,left,4,4,0,0.25,0.273,22,0.0,0.508
P357811_reverse,reverse,9,,,0.222,0.4,5,0.099,0.508
P358795_obverse,obverse,19,19,0,0.211,0.348,46,0.034,0.508
P359188_reverse,reverse,7,7,0,0.429,0.136,22,0.042,0.508
P389583_reverse,reverse,12,,,0.25,0.5,32,0.226,0.508
P333896_obverse,obverse,16,16,0,0.25,0.316,38,0.038,0.509
P357372_reverse,reverse,13,13,0,0.231,0.36,25,0.063,0.509
P357420_reverse,reverse,8,,,0.5,0.238,21,0.212,0.509
P357512_obverse,obverse,22,22,0,0.273,0.312,96,0.058,0.509
P359071_reverse,reverse,19,19,0,0.053,0.5,6,0.026,0.509
P389640_reverse,reverse,5,,,0.4,0.3,10,0.172,0.509
P359306_obverse,obverse,11,11,0,0.455,0.095,21,0.02,0.51
P357964_reverse,reverse,19,19,0,0.263,0.348,23,0.077,0.511
P358212_obverse,obverse,15,15,0,0.333,0.237,59,0.038,0.511
P358605_reverse,reverse,16,16,0,0.312,0.25,48,0.029,0.511
P359964_obverse,obverse,9,9,0,0.333,0.24,25,0.041,0.511
P361135_reverse,reverse,15,15,0,0.4,0.2,80,0.066,0.511
P361175_reverse,reverse,4,,,,,0,0.488,0.512
P389635_reverse,reverse,8,,,0.375,0.25,12,0.088,0.512
P333905_reverse,reverse,17,17,0,0.176,0.405,37,0.044,0.513
P357648_obverse,obverse,10,10,0,0.4,0.2,10,0.06,0.513
P357941_obverse,obverse,9,9,0,0.444,0.125,16,0.031,0.513
P359181_reverse,reverse,8,8,0,0.25,0.316,19,0.028,0.513
P358200_obverse,obverse,7,7,0,0.429,0.167,12,0.053,0.514
P358536_obverse,obverse,15,15,0,0.267,0.333,96,0.057,0.514
P358599_obverse,obverse,14,14,0,0.286,0.289,83,0.032,0.514
P358718_reverse,reverse,14,14,0,0.429,0.138,58,0.025,0.514
P359296_reverse,reverse,17,17,0,0.176,0.387,31,0.021,0.514
P359956_obverse,obverse,23,23,0,0.261,0.3,50,0.018,0.514
P361118_obverse,obverse,16,16,0,0.375,0.239,71,0.073,0.514
P361130_reverse,reverse,18,18,0,0.222,0.365,63,0.045,0.514
P357612_obverse,obverse,16,16,0,0.312,0.293,99,0.059,0.515
P357821_obverse,obverse,14,14,0,0.071,,4,0.041,0.515
P359220_reverse,reverse,4,4,0,0.25,0.333,9,0.037,0.515
P361128_left,left,4,4,0,0.25,0.316,19,0.022,0.515
P361147_reverse,reverse,5,5,0,0.2,0.364,11,0.018,0.515
P368446_reverse,reverse,16,,,0.625,0.24,100,0.319,0.515
P260397_reverse,reverse,4,,,,,0,0.484,0.516
P358579_obverse,obverse,13,13,0,0.308,0.262,65,0.022,0.516
P358711_obverse,obverse,20,20,0,0.2,0.382,55,0.034,0.516
P359089_obverse,obverse,10,10,0,0.3,0.281,32,0.033,0.516
P359312_reverse,reverse,10,10,0,0.1,0.467,15,0.02,0.516
P384793_obverse,obverse,8,,,,,1,0.484,0.516
P389619_obverse,obverse,9,,,0.444,0.219,32,0.114,0.516
P390569_obverse,obverse,13,13,0,0.308,0.279,61,0.037,0.516
P357617_left,left,4,4,0,0.25,0.3,10,0.0,0.517
P357616_reverse,reverse,16,16,0,0.312,0.268,82,0.031,0.517
P361044_reverse,reverse,16,16,0,0.375,0.256,86,0.079,0.517
P361136_reverse,reverse,18,18,0,0.167,0.429,7,0.043,0.517
P389669_reverse,reverse,8,,,0.375,,2,0.341,0.517
P390699_obverse,obverse,14,14,0,0.286,0.312,16,0.049,0.517
P357618_obverse,obverse,28,28,0,0.071,,3,0.036,0.518
P358287_obverse,obverse,4,4,0,0.25,0.333,6,0.03,0.518
P358538_reverse,reverse,10,10,0,0.3,0.283,60,0.028,0.518
P359247_obverse,obverse,13,13,0,0.077,,4,0.041,0.518
P359273_left,left,3,3,0,0.333,0.231,13,0.009,0.518
P360778_reverse,reverse,9,9,0,0.333,0.273,11,0.051,0.518
P361146_reverse,reverse,11,11,0,0.455,0.189,37,0.091,0.518
P357338_obverse,obverse,14,14,0,0.357,0.29,62,0.092,0.519
P357391_reverse,reverse,5,5,0,0.4,0.2,5,0.042,0.519
P357542_obverse,obverse,16,16,0,0.375,0.268,41,0.086,0.519
P357633_reverse,reverse,17,17,0,0.294,0.347,95,0.083,0.519
P357948_obverse,obverse,10,10,0,0.3,0.3,40,0.042,0.519
P361035_obverse,obverse,14,14,0,0.5,0.139,36,0.081,0.519
P333908_reverse,reverse,23,23,0,0.217,0.375,40,0.031,0.52
P357545_reverse,reverse,11,11,0,0.273,0.333,27,0.046,0.52
P358508_obverse,obverse,10,10,0,0.3,0.286,35,0.026,0.52
P359147_obverse,obverse,11,11,0,0.273,0.333,39,0.047,0.52
P359391_obverse,obverse,16,16,0,0.25,0.345,55,0.035,0.52
P333929_obverse,obverse,9,9,0,0.444,0.179,28,0.06,0.521
P357384_obverse,obverse,14,14,0,0.357,0.283,46,0.078,0.521
P357631_obverse,obverse,14,14,0,0.357,0.268,71,0.061,0.521
P358625_left,left,3,3,0,0.333,0.25,8,0.019,0.521
P359122_reverse,reverse,14,14,0,0.071,,2,0.029,0.521
P359976_obverse,obverse,13,13,0,0.308,0.292,24,0.036,0.521
P361097_reverse,reverse,13,13,0,0.385,0.238,42,0.06,0.521
P361138_obverse,obverse,10,10,0,0.2,0.412,17,0.048,0.521
P361153_obverse,obverse,15,15,0,0.067,,3,0.024,0.521
P361167_obverse,obverse,5,5,0,0.4,0.176,17,0.015,0.521
P357552_obverse,obverse,9,9,0,0.333,0.29,31,0.059,0.522
P361142_left,left,5,5,0,0.2,0.375,8,0.01,0.522
P260358_reverse,reverse,7,7,0,0.286,0.333,12,0.051,0.523
P357562_obverse,obverse,12,12,0,0.25,0.36,25,0.041,0.523
P358540_left,left,4,4,0,0.25,0.333,6,0.014,0.523
P389593_obverse,obverse,9,,,0.444,0.26,73,0.137,0.523
P357521_obverse,obverse,12,12,0,0.25,0.4,20,0.077,0.524
P357694_left,left,4,4,0,0.25,0.333,9,0.013,0.524
P358534_left,left,5,5,0,0.2,0.389,18,0.018,0.524
P359071_left,left,5,5,0,0.2,0.4,5,0.029,0.524
P359177_reverse,reverse,12,12,0,0.333,0.257,35,0.02,0.524
P359217_reverse,reverse,5,5,0,0.2,0.4,5,0.029,0.524
P390545_reverse,reverse,11,11,0,0.091,,2,0.043,0.524
P357419_reverse,reverse,8,,,0.375,0.375,8,0.176,0.525
P357952_reverse,reverse,4,4,0,0.25,0.333,12,0.009,0.525
P358259_reverse,reverse,23,23,0,0.391,0.25,100,0.067,0.525
P359102_obverse,obverse,12,12,0,0.333,0.281,57,0.038,0.525
P361129_reverse,reverse,17,17,0,0.294,0.323,62,0.043,0.525
P389585_obverse,obverse,10,,,0.3,0.55,40,0.274,0.525
P358261_obverse,obverse,6,6,0,0.5,0.125,24,0.046,0.526
P358536_reverse,reverse,16,16,0,0.312,0.301,93,0.036,0.526
P359095_reverse,reverse,15,15,0,0.333,0.281,57,0.037,0.526
P359353_obverse,obverse,12,12,0,0.333,0.276,29,0.03,0.526
P357382_obverse,obverse,13,13,0,0.385,0.288,73,0.092,0.527
P357469_obverse,obverse,8,,,0.125,,3,0.072,0.527
P357693_obverse,obverse,13,13,0,0.385,0.242,33,0.046,0.527
P397766_reverse,reverse,3,,,0.667,0.438,32,0.525,0.527
P260353_obverse,obverse,6,,,0.5,0.2,20,0.117,0.528
P261874_obverse,obverse,11,11,0,0.273,0.333,9,0.023,0.528
P357482_reverse,reverse,7,,,0.286,0.833,6,0.534,0.528
P357757_reverse,reverse,23,23,0,0.348,0.26,100,0.024,0.528
P357758_obverse,obverse,15,15,0,0.267,0.333,9,0.017,0.528
P358574_obverse,obverse,10,10,0,0.3,0.311,45,0.026,0.528
P359078_reverse,reverse,13,13,0,0.077,,4,0.022,0.528
P359335_reverse,reverse,6,,,0.167,0.833,6,0.417,0.528
P359391_reverse,reverse,14,14,0,0.357,0.273,44,0.047,0.528
P368445_obverse,obverse,14,,,0.429,0.233,90,0.078,0.528
P260371_left,left,4,4,0,0.0,0.615,13,0.029,0.529
P357367_obverse,obverse,11,11,0,0.364,0.27,37,0.047,0.529
P357532_reverse,reverse,13,13,0,0.308,0.333,27,0.053,0.529
P358547_reverse,reverse,13,13,0,0.231,0.391,69,0.035,0.529
P359183_reverse,reverse,11,11,0,0.091,,2,0.033,0.529
P359267_reverse,reverse,10,10,0,0.4,0.267,15,0.08,0.529
P361142_obverse,obverse,10,10,0,0.3,0.333,39,0.045,0.529
P361177_obverse,obverse,9,9,0,0.333,0.308,13,0.055,0.529
P389588_obverse,obverse,9,,,0.444,0.216,37,0.074,0.529
P390570_obverse,obverse,11,11,0,0.364,0.318,44,0.096,0.529
P357753_reverse,reverse,11,11,0,0.273,0.346,26,0.03,0.53
P357951_obverse,obverse,23,23,0,0.435,0.2,15,0.044,0.53
P357965_obverse,obverse,5,5,0,0.4,0.25,8,0.059,0.53
P358412_reverse,reverse,11,11,0,0.364,0.25,56,0.024,0.53
P389600_obverse,obverse,8,,,0.5,0.176,17,0.087,0.53
P357695_left,left,5,5,0,0.4,0.217,23,0.025,0.531
P358474_reverse,reverse,8,8,0,0.375,0.25,32,0.032,0.531
P359944_reverse,reverse,17,17,0,0.235,0.395,43,0.036,0.531
P389549_reverse,reverse,4,,,0.5,0.25,8,0.156,0.531
P423547_reverse,reverse,5,,,0.6,0.512,43,0.518,0.531
P357509_reverse,reverse,10,10,0,0.3,0.375,32,0.08,0.532
P358508_reverse,reverse,10,10,0,0.3,0.333,45,0.038,0.532
P359066_obverse,obverse,25,25,0,0.4,0.223,94,0.028,0.532
P359302_reverse,reverse,4,,,0.5,,4,0.436,0.532
P359364_obverse,obverse,10,10,0,0.1,,4,0.036,0.532
P361143_reverse,reverse,14,14,0,0.357,0.283,53,0.044,0.532
P358722_obverse,obverse,11,11,0,0.273,0.366,41,0.041,0.533
P359951_reverse,reverse,10,10,0,0.1,,3,0.034,0.533
P361045_obverse,obverse,13,13,0,0.462,0.19,63,0.053,0.533
P358197_obverse,obverse,9,9,0,0.111,,3,0.042,0.534
P359149_obverse,obverse,11,11,0,0.273,0.375,32,0.046,0.534
P359167_reverse,reverse,10,10,0,0.1,,2,0.033,0.534
P359227_obverse,obverse,7,7,0,0.286,0.333,18,0.018,0.534
P357352_left,left,2,2,0,0.5,0.105,19,0.0,0.535
P357382_reverse,reverse,12,12,0,0.25,0.412,34,0.058,0.535
P357573_reverse,reverse,11,11,0,0.364,0.274,62,0.032,0.535
P358208_obverse,obverse,16,16,0,0.438,0.223,94,0.056,0.535
P359327_reverse,reverse,9,9,0,0.444,0.205,44,0.044,0.535
P361103_reverse,reverse,12,12,0,0.5,0.2,85,0.094,0.535
P361610_left,left,5,5,0,0.2,0.429,7,0.023,0.535
P430035_obverse,obverse,12,,,0.5,0.182,55,0.077,0.535
P423548_reverse,reverse,11,,,0.273,0.423,52,0.092,0.535
P260349_obverse,obverse,7,,,0.429,0.455,11,0.275,0.536
P333886_obverse,obverse,18,18,0,0.389,0.255,98,0.037,0.536
P357407_left,left,3,3,0,0.0,0.615,13,0.008,0.536
P357686_obverse,obverse,10,10,0,0.3,0.364,11,0.056,0.536
P357687_reverse,reverse,5,,,,,0,0.464,0.536
P357738_obverse,obverse,5,5,0,0.4,0.231,13,0.023,0.536
P357943_obverse,obverse,10,10,0,0.4,0.235,17,0.027,0.536
P359276_reverse,reverse,15,15,0,0.4,0.257,74,0.05,0.536
P359971_obverse,obverse,15,15,0,0.133,0.5,34,0.024,0.536
P361136_obverse,obverse,17,17,0,0.118,0.522,23,0.032,0.536
P260378_obverse,obverse,10,10,0,0.1,,4,0.027,0.537
P357547_obverse,obverse,12,12,0,0.25,0.393,28,0.032,0.537
P357603_reverse,reverse,11,11,0,0.273,0.371,35,0.034,0.537
P357831_reverse,reverse,13,13,0,0.385,0.25,52,0.024,0.537
P357900_reverse,reverse,11,11,0,0.364,0.289,38,0.042,0.537
P358538_obverse,obverse,11,11,0,0.364,0.277,65,0.029,0.537
P359078_obverse,obverse,12,12,0,0.333,0.321,28,0.044,0.537
P359080_obverse,obverse,6,6,0,0.167,0.455,11,0.011,0.537
P359100_obverse,obverse,13,13,0,0.385,0.286,42,0.059,0.537
P359201_obverse,obverse,9,9,0,0.444,0.2,25,0.033,0.537
P361611_obverse,obverse,17,17,0,0.353,0.323,62,0.066,0.537
P390675_reverse,reverse,16,16,0,0.375,0.267,15,0.031,0.537
P260386_reverse,reverse,10,10,0,0.1,,3,0.024,0.538
P357602_reverse,reverse,22,22,0,0.227,0.45,100,0.063,0.538
P359140_reverse,reverse,9,9,0,0.111,,4,0.036,0.538
P359250_reverse,reverse,11,11,0,0.273,0.375,16,0.033,0.538
P359946_obverse,obverse,13,13,0,0.077,,2,0.0,0.538
P358585_left,left,3,3,0,0.333,0.304,23,0.021,0.539
P359076_left,left,4,4,0,0.25,0.375,8,0.009,0.539
P359185_obverse,obverse,9,9,0,0.111,,4,0.034,0.539
P359294_obverse,obverse,15,15,0,0.267,0.396,53,0.045,0.539
P359336_reverse,reverse,5,5,0,0.2,0.429,7,0.013,0.539
P357494_obverse,obverse,15,15,0,0.4,0.243,74,0.024,0.54
P357720_reverse,reverse,8,8,0,0.25,0.412,17,0.043,0.54
P357840_obverse,obverse,12,12,0,0.333,0.358,67,0.072,0.54
P359281_obverse,obverse,18,18,0,0.333,0.319,47,0.034,0.54
P361134_obverse,obverse,11,11,0,0.273,0.372,43,0.024,0.54
P368425_obverse,obverse,14,14,0,0.429,0.242,99,0.052,0.54
P368434_obverse,obverse,8,,,0.375,0.308,13,0.061,0.54
P333899_obverse,obverse,14,14,0,0.5,0.191,94,0.069,0.541
P357667_obverse,obverse,12,12,0,0.333,0.34,53,0.05,0.541
P358223_reverse,reverse,13,13,0,0.462,0.197,71,0.035,0.541
P358526_obverse,obverse,9,9,0,0.333,0.317,41,0.027,0.541
P358697_obverse,obverse,14,14,0,0.357,0.291,55,0.024,0.541
P359276_obverse,obverse,15,15,0,0.4,0.253,79,0.031,0.541
P389656_reverse,reverse,12,,,0.583,0.2,25,0.16,0.541
P357477_reverse,reverse,11,,,0.455,0.577,26,0.404,0.542
P357581_left,left,3,3,0,0.333,0.312,16,0.019,0.542
P357635_obverse,obverse,14,14,0,0.357,0.345,58,0.075,0.542
P357694_reverse,reverse,11,11,0,0.364,0.289,45,0.028,0.542
P357729_left,left,4,4,0,0.25,0.375,8,0.0,0.542
P357766_reverse,reverse,7,7,0,0.429,0.286,14,0.087,0.542
P358254_reverse,reverse,8,,,,,0,0.458,0.542
P358713_obverse,obverse,10,10,0,0.3,0.364,33,0.039,0.542
P359186_reverse,reverse,2,2,0,0.5,0.125,8,0.0,0.542
P359203_obverse,obverse,8,8,0,0.125,,2,0.04,0.542
P359203_reverse,reverse,9,9,0,0.111,,2,0.027,0.542
P389549_obverse,obverse,9,,,0.444,0.455,11,0.274,0.542
P389574_reverse,reverse,3,,,0.333,0.308,13,0.015,0.542
P389603_reverse,reverse,10,,,0.4,0.306,36,0.08,0.542
P390560_obverse,obverse,5,5,0,0.4,0.25,8,0.024,0.542
P260381_reverse,reverse,7,7,0,0.286,0.4,10,0.057,0.543
P357511_obverse,obverse,16,16,0,0.375,0.328,61,0.074,0.543
P357585_obverse,obverse,13,13,0,0.308,0.371,35,0.052,0.543
P357837_reverse,reverse,21,21,0,0.143,0.531,49,0.046,0.543
P358594_reverse,reverse,22,22,0,0.364,0.34,100,0.075,0.543
P359219_obverse,obverse,7,7,0,0.286,0.364,22,0.02,0.543
P359330_obverse,obverse,10,10,0,0.3,0.356,45,0.027,0.543
P261869_reverse,reverse,7,,,0.429,0.4,10,0.196,0.544
P261873_reverse,reverse,10,10,0,0.5,0.154,13,0.023,0.544
P359252_reverse,reverse,13,13,0,0.231,0.427,75,0.027,0.544
P361055_reverse,reverse,11,11,0,0.364,0.289,45,0.019,0.544
P389651_obverse,obverse,9,,,0.444,0.24,25,0.054,0.544
P357366_reverse,reverse,20,20,0,0.35,0.33,100,0.045,0.545
